Date,Open,High,Low,Close,Adj Close,Volume
2022-08-16,662.3553,684.0555,656.0614,681.6070,681.6070,1080722
2022-08-23,679.7992,679.8970,664.6297,669.7489,669.7489,1039338
2022-08-30,671.0281,684.1236,664.8154,680.8027,680.8027,1103501
2022-09-06,678.4346,686.8571,674.3576,686.4522,686.4522,1078558
2022-09-13,687.1269,689.2510,677.5185,683.3702,683.3702,1129019
2022-09-20,683.0175,684.9675,678.0589,681.0455,681.0455,1020893
2022-09-27,681.1834,681.9879,652.9289,653.8720,653.8720,1067999
2022-10-04,654.9117,666.1588,651.2057,662.1121,662.1121,1177117
2022-10-11,661.8384,666.5749,653.8313,657.4170,657.4170,1091548
2022-10-18,658.5644,698.3545,656.6728,693.6943,693.6943,1171687
2022-10-25,694.2494,733.0005,693.6005,727.3388,727.3388,1017292
2022-11-01,724.7640,728.2391,687.6359,693.4600,693.4600,1175776
2022-11-08,693.1074,696.2748,647.7281,648.8256,648.8256,1032562
2022-11-15,648.0192,648.6893,634.0134,637.1380,637.1380,1118297
2022-11-22,637.2187,643.0664,626.1909,627.1960,627.1960,1092351
2022-11-29,628.7431,632.3804,626.5649,631.1237,631.1237,1017016
2022-12-06,631.5797,642.4389,627.2968,641.1952,641.1952,1029667
2022-12-13,640.8202,641.5706,629.6057,630.8616,630.8616,1166404
2022-12-20,629.8910,631.1082,585.7386,591.2339,591.2339,1191243
2022-12-27,591.9266,609.9607,589.6457,609.0045,609.0045,1154664
2023-01-03,608.6876,614.7380,593.7058,594.6254,594.6254,1079391
2023-01-10,594.9948,599.9713,567.3033,572.4096,572.4096,1069514
2023-01-17,572.5187,606.3897,569.1643,600.9085,600.9085,1021408
2023-01-24,601.4747,604.7034,593.4878,596.5230,596.5230,1160671
2023-01-31,597.3066,597.4171,586.1708,591.8556,591.8556,1180130
2023-02-07,592.5007,596.1449,586.6671,589.6425,589.6425,1103100
2023-02-14,589.7463,592.6421,581.2029,581.8288,581.8288,1147081
2023-02-21,582.8981,601.2723,580.4738,597.0040,597.0040,1146671
2023-02-28,597.2826,604.3042,596.1156,601.0712,601.0712,1042804
2023-03-07,600.4634,632.1052,596.9227,626.2242,626.2242,1014805
2023-03-14,624.1933,630.0986,616.6303,622.2203,622.2203,1164838
2023-03-21,622.5160,625.4737,579.9794,584.7449,584.7449,1052197
2023-03-28,582.6862,624.5078,580.9559,623.1905,623.1905,1032616
2023-04-04,621.5582,655.9622,616.0889,651.0304,651.0304,1005970
2023-04-11,650.8268,651.2720,642.8334,644.2416,644.2416,1094955
2023-04-18,644.7787,649.9795,641.5432,648.3980,648.3980,1167834
2023-04-25,649.1809,654.8718,605.8024,607.8173,607.8173,1168760
2023-05-02,608.4885,614.2929,605.8305,609.1298,609.1298,1173253
2023-05-09,607.8943,611.7856,593.4510,595.7640,595.7640,1059707
2023-05-16,595.1422,616.4325,594.5658,614.6671,614.6671,1055386
2023-05-23,612.1926,630.8765,610.3961,626.8404,626.8404,1032890
2023-05-30,626.3749,630.3322,613.6435,617.4739,617.4739,1004815
2023-06-06,618.6394,621.0347,595.1668,595.8635,595.8635,1051049
2023-06-13,595.1450,616.7939,593.5981,613.4180,613.4180,1014462
2023-06-20,612.6652,615.2642,574.5092,579.2232,579.2232,1167050
2023-06-27,578.9924,582.2735,576.3347,580.2943,580.2943,1139027
2023-07-04,578.5456,590.3955,576.8109,587.7414,587.7414,1115921
2023-07-11,589.1465,593.9703,580.2396,581.4438,581.4438,1167667
2023-07-18,582.6423,584.0353,550.4973,554.0666,554.0666,1177090
2023-07-25,554.2490,578.9867,551.1457,573.2631,573.2631,1187544
2023-08-01,572.7959,573.1092,552.6402,553.6277,553.6277,1054970
2023-08-08,553.5239,557.5360,541.9068,545.5225,545.5225,1158795
2023-08-15,545.4144,556.7134,544.4262,556.2153,556.2153,1114308
2023-08-22,556.1883,569.5883,551.5187,569.0440,569.0440,1097996
2023-08-29,571.3526,573.7345,566.4359,569.6342,569.6342,1036875
2023-09-05,570.7628,600.4429,566.5388,595.3404,595.3404,1181087
2023-09-12,595.7418,597.2257,595.6856,596.6517,596.6517,1082185
2023-09-19,594.6433,598.3437,591.3488,592.5589,592.5589,1147584
2023-09-26,593.5959,597.6526,581.0671,583.4688,583.4688,1140704
2023-10-03,583.0138,584.5320,572.8202,575.4905,575.4905,1012052
2023-10-10,575.3687,580.6526,562.2284,563.6544,563.6544,1063068
2023-10-17,564.0681,582.1351,559.9052,580.4882,580.4882,1031210
2023-10-24,580.8014,583.2416,567.7000,572.0085,572.0085,1085244
2023-10-31,570.8746,573.4467,540.9949,543.5207,543.5207,1124071
2023-11-07,542.5809,544.0090,536.6664,541.0202,541.0202,1007447
2023-11-14,540.7202,544.7123,519.8250,524.3502,524.3502,1031831
2023-11-21,526.4066,529.0852,487.6571,489.6384,489.6384,1195323
2023-11-28,489.6403,493.5123,477.7392,478.3012,478.3012,1187672
2023-12-05,478.4174,494.4209,475.5923,491.4913,491.4913,1143158
2023-12-12,490.8404,495.9841,490.7453,491.9642,491.9642,1135926
2023-12-19,493.0483,497.9012,467.3391,469.4806,469.4806,1046091
2023-12-26,468.6297,471.6465,467.9615,468.3610,468.3610,1071272
2024-01-02,468.3255,495.4681,464.2045,492.2579,492.2579,1062779
2024-01-09,490.6287,513.8848,488.4264,509.0129,509.0129,1117037
2024-01-16,509.7579,531.9520,508.4783,529.7289,529.7289,1178781
2024-01-23,529.6515,536.7879,529.0026,536.6580,536.6580,1160203
2024-01-30,536.2159,539.1812,530.3507,532.2664,532.2664,1033814
2024-02-06,531.1514,532.9058,522.9860,526.3623,526.3623,1018092
2024-02-13,525.5926,537.8626,522.3827,536.2582,536.2582,1057177
2024-02-20,534.9988,547.5348,532.9739,542.1619,542.1619,1108476
2024-02-27,542.7093,543.7984,525.0556,527.4596,527.4596,1072866
2024-03-05,527.9071,531.9746,515.8515,519.4950,519.4950,1123376
2024-03-12,518.9192,531.4660,517.5313,527.5210,527.5210,1158292
2024-03-19,527.4420,549.0483,525.4609,547.0976,547.0976,1056446
2024-03-26,548.0661,557.0125,542.6078,555.1953,555.1953,1007073
2024-04-02,555.5861,556.7128,543.1437,543.3208,543.3208,1081686
2024-04-09,543.9420,550.6956,540.6725,549.0801,549.0801,1186253
2024-04-16,549.8039,557.6809,544.9005,557.0316,557.0316,1189877
2024-04-23,556.4927,559.5327,540.4285,542.3852,542.3852,1061307
2024-04-30,541.8617,550.2397,538.7812,548.7140,548.7140,1176407
2024-05-07,548.5228,571.3536,546.7808,566.6476,566.6476,1077190
2024-05-14,568.5041,591.6089,568.4065,586.1384,586.1384,1158614
2024-05-21,588.5122,602.1744,588.1120,601.2266,601.2266,1195671
2024-05-28,600.8214,606.3775,600.5932,602.8154,602.8154,1005488
2024-06-04,601.1880,628.6431,598.6057,622.8331,622.8331,1013539
2024-06-11,621.7303,628.9226,616.8107,626.2785,626.2785,1133931
2024-06-18,627.0584,628.1971,618.0972,624.0129,624.0129,1141089
2024-06-25,623.3340,624.1890,590.8293,592.0909,592.0909,1038653
2024-07-02,587.4232,587.9169,538.1349,538.6884,538.6884,1138500
2024-07-09,539.1338,541.1399,529.5272,530.3342,530.3342,1145346
2024-07-16,530.2643,536.0825,530.0655,532.6614,532.6614,1004318
2024-07-23,533.5644,533.6506,527.7084,529.2055,529.2055,1063675
2024-07-30,529.1987,534.2839,523.6706,526.1751,526.1751,1087258
2024-08-06,527.1370,532.1009,504.5253,508.2884,508.2884,1163114
2024-08-13,508.8742,511.9699,490.0657,490.3014,490.3014,1082670
2024-08-20,490.3809,501.1548,487.0934,501.0395,501.0395,1123534
2024-08-27,502.6454,507.4596,476.6193,477.1042,477.1042,1135726
2024-09-03,477.0613,478.0987,454.5438,455.9173,455.9173,1189450
2024-09-10,455.7803,462.0667,455.2143,459.9354,459.9354,1113749
2024-09-17,458.1278,459.0562,441.1934,441.4647,441.4647,1023016
2024-09-24,439.5183,444.0026,438.5377,443.8194,443.8194,1027946
2024-10-01,445.5315,449.8550,443.1397,443.7741,443.7741,1039222
2024-10-08,444.1464,478.3873,443.5747,475.8962,475.8962,1027237
2024-10-15,475.1455,478.4862,453.6519,457.5456,457.5456,1014015
2024-10-22,457.3615,462.1866,455.7774,459.5868,459.5868,1043795
2024-10-29,460.8656,461.2632,447.8957,451.2017,451.2017,1101303
2024-11-05,452.6112,465.5089,449.9372,465.2461,465.2461,1127397
2024-11-12,466.0143,494.7141,462.1940,492.8226,492.8226,1030144
2024-11-19,492.7617,493.6824,477.9193,478.1732,478.1732,1112346
2024-11-26,478.3195,482.5137,470.9395,471.3143,471.3143,1122783
2024-12-03,469.7713,492.6910,467.3381,489.7619,489.7619,1144416
2024-12-10,488.1196,504.7411,484.2909,500.0944,500.0944,1176979
2024-12-17,499.8874,501.3461,489.7468,492.8613,492.8613,1035929
2024-12-24,491.9160,495.6834,469.1263,472.4855,472.4855,1167672
2024-12-31,472.6715,474.9971,458.2090,458.3780,458.3780,1002254
2025-01-07,457.2531,461.2583,456.4622,457.8592,457.8592,1112225
2025-01-14,458.3170,460.3979,454.2208,457.4291,457.4291,1017777
2025-01-21,456.8691,457.1295,455.5299,456.8970,456.8970,1026459
2025-01-28,455.1391,474.1086,453.1386,470.9392,470.9392,1074502
2025-02-04,469.8120,486.8948,467.1872,482.4025,482.4025,1059249
2025-02-11,481.0784,484.5493,463.0708,466.0129,466.0129,1172187
2025-02-18,466.1258,476.2155,462.8708,473.6633,473.6633,1039372
2025-02-25,473.9832,507.2503,473.0920,504.1343,504.1343,1133275
2025-03-04,504.1557,507.6438,494.4095,499.1101,499.1101,1148103
2025-03-11,497.1255,501.0128,489.9811,493.8626,493.8626,1081490
2025-03-18,493.1309,507.6100,490.4214,503.7709,503.7709,1076246
2025-03-25,503.4541,506.7378,488.3581,488.9530,488.9530,1047605
2025-04-01,488.3496,490.4610,464.7048,467.2454,467.2454,1119016
2025-04-08,467.1905,469.4467,444.4599,446.9805,446.9805,1059695
2025-04-15,446.6227,456.7372,443.8609,453.1285,453.1285,1049936
2025-04-22,452.1146,455.7698,444.1440,445.7616,445.7616,1026877
2025-04-29,445.6395,448.7485,433.5829,435.3254,435.3254,1019991
2025-05-06,434.5188,468.6587,434.0133,464.1330,464.1330,1189825
2025-05-13,463.8597,467.0358,437.1310,441.1783,441.1783,1115790
2025-05-20,441.5477,451.8172,440.5258,449.5194,449.5194,1159238
2025-05-27,450.1179,453.9024,434.9656,438.5944,438.5944,1187263
2025-06-03,439.6526,442.9410,436.5384,442.2637,442.2637,1143363
2025-06-10,442.8581,445.4896,430.1020,434.4222,434.4222,1138249
2025-06-17,434.5797,452.5815,432.1100,450.2271,450.2271,1106075
2025-06-24,450.7431,460.1575,449.3389,457.7215,457.7215,1131780
2025-07-01,456.3582,459.5971,436.2955,436.3915,436.3915,1181427
2025-07-08,437.5209,463.4676,435.7071,460.4594,460.4594,1101392
2025-07-15,459.2692,463.0580,448.0944,448.9842,448.9842,1049805
2025-07-22,449.3988,452.8415,427.8333,431.8445,431.8445,1095102
2025-07-29,431.9212,435.8693,431.7536,434.3060,434.3060,1045017
2025-08-05,433.8894,437.6892,417.0827,418.0387,418.0387,1028378
2025-08-12,418.5178,421.5714,397.6867,400.2513,400.2513,1055618
2025-08-19,400.2150,404.6049,396.9544,401.2912,401.2912,1074973
2025-08-26,400.8980,413.4584,399.7529,412.4216,412.4216,1031884
2025-09-02,412.8215,416.7925,411.6563,416.4053,416.4053,1026501
2025-09-09,414.3189,435.3420,411.3736,434.3537,434.3537,1064140
2025-09-16,435.4248,437.8837,432.1851,432.6276,432.6276,1183820
2025-09-23,431.9969,435.0312,413.1072,416.9382,416.9382,1029725
2025-09-30,416.3575,420.1723,407.9452,411.6867,411.6867,1111109
2025-10-07,412.6246,413.7566,403.3884,403.5276,403.5276,1197966
2025-10-14,403.6540,404.7088,390.6749,392.7399,392.7399,1063462
2025-10-21,392.1046,402.4656,391.5440,401.0961,401.0961,1074882
2025-10-28,401.0780,403.2604,399.7719,402.1124,402.1124,1129186
