Date,Open,High,Low,Close,Adj Close,Volume
2023-12-19,335.8118,338.3377,330.7367,331.3295,331.3295,1156583
2023-12-26,331.7977,332.8477,320.3073,323.5126,323.5126,1169010
2024-01-02,323.2209,332.6632,321.9401,330.5598,330.5598,1146952
2024-01-09,330.0978,345.8994,328.4442,342.5513,342.5513,1008075
2024-01-16,342.9131,345.8446,341.3596,344.8791,344.8791,1042329
2024-01-23,344.0682,345.8922,328.1200,330.2737,330.2737,1137089
2024-01-30,330.4042,334.4722,329.3044,334.0826,334.0826,1091382
2024-02-06,334.4595,337.1694,314.3640,314.8544,314.8544,1148132
2024-02-13,315.2141,317.3811,315.0395,315.5647,315.5647,1057486
2024-02-20,315.1932,321.5758,312.4306,318.4909,318.4909,1012621
2024-02-27,317.7431,331.6923,315.8890,331.0066,331.0066,1101841
2024-03-05,330.5811,333.5903,317.1277,318.0611,318.0611,1072184
2024-03-12,317.7607,318.1829,311.3676,313.3712,313.3712,1004105
2024-03-19,313.7468,316.6793,312.6810,314.0040,314.0040,1146938
2024-03-26,313.7647,315.7135,305.2308,307.5492,307.5492,1063915
2024-04-02,307.5128,314.0844,305.9343,313.3608,313.3608,1107859
2024-04-09,314.3414,314.4190,307.8167,308.4741,308.4741,1031223
2024-04-16,308.7018,310.3516,304.4992,306.4728,306.4728,1084238
2024-04-23,306.4484,308.7952,298.3995,298.8408,298.8408,1062097
2024-04-30,298.6973,307.5558,297.5411,307.0523,307.0523,1077111
2024-05-07,307.3406,307.7906,305.2576,306.4098,306.4098,1184527
2024-05-14,306.9164,320.4523,305.0016,317.9531,317.9531,1095190
2024-05-21,318.6873,320.7299,313.0976,313.9278,313.9278,1088272
2024-05-28,313.6866,328.0111,312.5807,326.7214,326.7214,1056945
2024-06-04,326.5870,326.9635,307.9132,307.9267,307.9267,1078997
2024-06-11,306.9762,308.6068,305.4280,308.1110,308.1110,1094916
2024-06-18,308.0498,308.8572,303.6500,304.6784,304.6784,1131848
2024-06-25,304.7317,314.5032,303.1180,312.2822,312.2822,1014284
2024-07-02,312.5343,322.3686,310.8276,321.4162,321.4162,1091324
2024-07-09,321.6965,323.8026,311.4252,311.9839,311.9839,1023253
2024-07-16,312.0699,320.2254,311.9660,319.8802,319.8802,1040148
2024-07-23,320.5403,323.5871,298.8998,298.9544,298.9544,1148429
2024-07-30,298.6602,301.0943,287.8415,288.3473,288.3473,1154999
2024-08-06,288.7082,291.0007,276.9679,279.1646,279.1646,1172774
2024-08-13,280.0706,280.5502,272.4498,274.5014,274.5014,1103565
2024-08-20,273.8583,277.8739,271.3223,277.8042,277.8042,1113785
2024-08-27,277.2294,292.9328,275.9191,290.3640,290.3640,1107792
2024-09-03,290.5964,292.9961,285.8478,287.6442,287.6442,1066506
2024-09-10,286.5257,287.3667,278.2491,278.2543,278.2543,1164925
2024-09-17,278.5969,280.7212,275.8072,276.9314,276.9314,1182816
2024-09-24,276.8861,280.7943,275.0094,279.4845,279.4845,1019836
2024-10-01,280.6981,280.7370,272.5602,274.5991,274.5991,1093809
2024-10-08,274.6986,278.3205,273.1964,277.0345,277.0345,1139387
2024-10-15,277.9354,286.9982,276.4245,284.1820,284.1820,1159987
2024-10-22,284.7440,290.6683,284.0757,290.3698,290.3698,1193072
2024-10-29,290.2717,295.4692,287.4613,294.1561,294.1561,1101082
2024-11-05,293.2785,303.7366,291.6083,303.2251,303.2251,1014342
2024-11-12,303.7563,322.0756,301.4626,321.9492,321.9492,1101005
2024-11-19,320.9571,323.8942,319.7982,321.0444,321.0444,1054610
2024-11-26,321.6598,323.6410,317.9314,319.4444,319.4444,1125535
2024-12-03,320.2899,321.1621,317.5369,318.2328,318.2328,1097505
2024-12-10,318.2918,330.9604,318.2851,328.7886,328.7886,1159863
2024-12-17,328.9875,336.3837,328.2688,335.7242,335.7242,1026034
2024-12-24,334.4062,336.7296,332.7987,334.3517,334.3517,1108061
2024-12-31,334.6144,345.2510,332.2514,341.9249,341.9249,1099380
2025-01-07,341.4730,345.8405,338.1972,345.1755,345.1755,1145560
2025-01-14,344.4409,364.2526,342.2771,362.7227,362.7227,1194832
2025-01-21,362.3826,370.8513,359.1058,369.3267,369.3267,1100222
2025-01-28,368.8600,374.8432,366.0754,372.1646,372.1646,1078070
2025-02-04,371.4777,375.6203,369.2756,372.9555,372.9555,1071899
2025-02-11,372.0647,373.4838,361.6222,362.7874,362.7874,1012972
2025-02-18,363.7315,364.0491,357.0535,358.3887,358.3887,1193810
2025-02-25,359.2151,367.5128,355.8720,364.9998,364.9998,1130323
2025-03-04,365.0724,365.3613,351.9472,351.9564,351.9564,1192252
2025-03-11,351.3715,365.9766,347.9048,362.5203,362.5203,1104993
2025-03-18,361.6091,374.3233,361.2703,371.7325,371.7325,1160678
2025-03-25,369.8370,372.9573,357.5766,360.7773,360.7773,1172371
2025-04-01,360.4040,361.9350,352.1333,353.8264,353.8264,1103376
2025-04-08,352.9721,357.5724,352.9062,355.8671,355.8671,1114389
2025-04-15,354.3154,358.4356,353.6602,358.2234,358.2234,1091622
2025-04-22,358.7529,375.2357,355.8175,372.3841,372.3841,1087080
2025-04-29,371.5662,388.1358,368.4146,384.4106,384.4106,1002596
2025-05-06,384.2845,387.7079,371.1875,374.6729,374.6729,1079250
2025-05-13,374.7635,380.6029,371.4722,379.8726,379.8726,1148397
2025-05-20,379.6666,382.5660,367.7449,367.8042,367.8042,1099665
2025-05-27,367.4548,382.3361,367.4430,378.5915,378.5915,1190999
2025-06-03,379.2707,384.5760,375.8583,383.0226,383.0226,1110326
2025-06-10,382.4632,383.4635,366.3399,368.5711,368.5711,1035138
2025-06-17,368.2222,368.3201,364.1830,367.5698,367.5698,1045320
2025-06-24,367.4577,373.5920,366.2138,370.9379,370.9379,1138922
2025-07-01,371.1253,372.1155,345.9762,349.4087,349.4087,1180332
2025-07-08,350.3384,357.2774,349.8397,353.9684,353.9684,1123761
2025-07-15,353.2700,368.0959,352.4790,366.9780,366.9780,1117308
2025-07-22,366.3471,374.4293,365.3677,373.9022,373.9022,1154888
2025-07-29,375.0617,375.4770,361.5817,361.6818,361.6818,1049819
2025-08-05,361.3726,362.8189,354.2189,356.8884,356.8884,1132532
2025-08-12,357.7628,359.0532,336.3165,338.2474,338.2474,1072047
2025-08-19,337.8023,357.2566,337.2192,355.4851,355.4851,1015404
2025-08-26,356.1705,370.3061,354.7257,366.9107,366.9107,1014517
2025-09-02,368.1222,368.5946,365.0730,366.5990,366.5990,1014497
2025-09-09,366.1124,369.7138,344.3085,347.7275,347.7275,1100616
2025-09-16,347.5355,350.2570,344.8572,348.6444,348.6444,1006858
2025-09-23,349.2432,363.6471,346.8566,361.7748,361.7748,1120999
2025-09-30,361.7703,362.4106,360.6806,361.7267,361.7267,1173598
2025-10-07,361.7985,364.5919,352.7228,353.9353,353.9353,1147416
2025-10-14,353.4464,355.3051,348.7292,350.3790,350.3790,1090985
2025-10-21,349.2726,352.2646,329.8317,330.6739,330.6739,1083520
2025-10-28,330.4076,337.2954,328.0022,334.1996,334.1996,1017304
